Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
sports cap,White & blue,False,560,140,White,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,sporty,HeadCap,True,For sale,CapHatSports3,11530,k7HjoZFMCni8ruaaa
stagehand hat,Black,False,980,245,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,theatrical; work,HeadFullFace,False,For sale,CapFullfaceKurokoBlack,6053,3iuLkRkAKbp4KbfET
star hairpin,Yellow,False,350,87,Yellow,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLStarhairpin0,9856,k4qSsaYTabo563Qc6
star hairpin,Pink,False,350,87,Pink,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLStarhairpin1,12169,K8nfGv85ED4JYm2ik
star hairpin,Purple,False,350,87,Purple,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLStarhairpin2,12170,X5FEM3hh6FmwyaPSv
star hairpin,Mint,False,350,87,Green,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLStarhairpin3,12171,YRFxXFqCAc2KQpACS
star hairpin,Black,False,350,87,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLStarhairpin4,12172,Sj22yQDh6XZ548xNs
star head,Yellow,True,NFS,2500,Yellow,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,Not for sale,CapCostumeStar0,9862,GeCyKvrDGPAceAQQP
stone-egg shell,None,True,NFS,800,Yellow,Orange,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,Not for sale,CapHatEggrock0,12440,6sSucNJN4o9egdsT6
straw boater,Cream,False,700,175,Beige,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo0,5259,MjLrcMkSW6xz4EWuj
straw boater,Beige,False,700,175,Beige,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo1,10875,fSWYxi2FLsE7yM3xp
straw boater,Light brown,False,700,175,Beige,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo2,10876,8NywDitrMMG8nx5b9
straw boater,Brown,False,700,175,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo3,10877,rs7Ts2r6yxNjsWMta
straw boater,Dark brown,False,700,175,Brown,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo4,10878,EEM45eNNW2kZ8umYQ
straw boater,Monotone,False,700,175,White,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo5,10879,YTxDHZqDGSAH3Fmjf
straw boater,Light blue,False,700,175,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo6,10880,2PYjpd6DsvQZPYdYj
straw boater,Pink,False,700,175,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,everyday; fairy tale; vacation,HeadCap,True,For sale,CapHatKankanbo7,10881,im6Xw6Z55KgRGQWQR
straw hat,Brown,False,490,122,Beige,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,"everyday; comfy; vacation
",HeadCap,True,For sale,CapHatStrawhat0,5398,2kw2eqi5XFSgHjngX
straw hat,Blue,False,490,122,Beige,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,"everyday; comfy; vacation
",HeadCap,True,For sale,CapHatStrawhat1,10892,s5eSXgfpd3SWJ7686
straw hat,Red,False,490,122,Beige,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,"everyday; comfy; vacation
",HeadCap,True,For sale,CapHatStrawhat2,10893,7B9BjYT2FRp9yzea9
straw umbrella hat,Brown,True,NFS,200,Beige,Beige,1x1,,Crafting,,All Year,False,1.0.0,Cool,fairy tale; outdoorsy,HeadCap,True,Not for sale,CapHatSandogasa0,7254,cz6T8vemWpFgE489x
strawberry hat,Red,False,700,175,Pink,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatStrawberry,5277,R8fyQu6e76ZM7bMhp
student cap,Black,False,1040,260,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent0,8613,LKXDnCJeGKiLRBdTW
student cap,Berry red,False,1040,260,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent1,11821,pLQ7pK4M4tLsiFaMm
student cap,Green,False,1040,260,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent2,11822,6oevkR2qmiTfB24rJ
student cap,White,False,1040,260,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent3,11823,zuDE5ZkoDRkcLg7Ws
student cap,Purple,False,1040,260,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent4,11824,7TGkAfjWKwaMSPsq6
student cap,Gray,False,1040,260,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent5,11825,FqCPfJocwnAnQ2pHr
student cap,Blue,False,1040,260,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,HeadCap,True,For sale,CapHatStudent6,11826,3uDtRSCPpTDawSyDZ
summer-solstice crown,,False,1560,390,Yellow,Green,1x1,,Summer Solstice Festival,,All Year,False,1.2.0,Active,fairy tale; party; vacation,HeadCap,True,Not in catalog,CapHatSummer0,12577,joCTjPoPgEfNraHSH
sushi chef hat,White,False,880,220,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,work,HeadCap,True,For sale,CapHatItamae0,5281,DKpSqDbfvc7Ac3NWb
sushi chef hat,Dark blue,False,880,220,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,work,HeadCap,True,For sale,CapHatItamae1,11814,jSxawiyrbehb75eyJ
swimming cap,Yellow,False,560,140,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim0,5283,4S6oMqjYboJTkYDYa
swimming cap,Light blue,False,560,140,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim1,10753,J8ptRi3hr9cA7ygw5
swimming cap,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim2,10754,KQRwKkZbrS9Hp3Pqn
swimming cap,White,False,560,140,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim3,10755,uAS3Zs4ySQ4pyH6RT
swimming cap,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim4,10756,rr8CrNSDXd97hv7nG
swimming cap,Blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim5,10757,ygBbSEHmCiJKFM2qa
swimming cap,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim6,10758,TwmdLhEJvcAMW5uQd
swimming cap,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,HeadCap,True,For sale,CapHatSwim7,10759,udqqHrSyThDu74dYm
tam-o'-shanter,Red,False,NFS,500,Red,Green,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,Not for sale,CapHatScotland0,6055,Qq6wLbwHJERy8iPM8
tam-o'-shanter,Gray,False,NFS,500,Gray,Red,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,Not for sale,CapHatScotland1,11544,8MbGqyymgLtiQRKoe
tam-o'-shanter,Blue,False,NFS,500,Blue,Light blue,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,Not for sale,CapHatScotland2,11545,74wMAqC9ZuKBRWFif
tam-o'-shanter,Green,False,NFS,500,Green,Orange,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,Not for sale,CapHatScotland3,11546,3kErrPCAe35tSu5D3
terry-cloth do-rag,White,False,490,122,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel0,5311,3A87hGGENrpxFjCBM
terry-cloth do-rag,Black,False,490,122,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel1,10767,QEsetWK6k6rA3KjT7
terry-cloth do-rag,Blue,False,490,122,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel2,10768,kgXFxnTS4aTbADwf8
terry-cloth do-rag,Brown,False,490,122,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel3,10769,TuBbeoKqtgtPZZEGo
terry-cloth do-rag,Yellow,False,490,122,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel4,10770,uSWxzgQqkwXCTMdnz
terry-cloth do-rag,Berry red,False,490,122,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy; sporty; work,HeadCap,True,For sale,CapHatTowel5,10771,Cu6xAyJH8rCoWRJMb
terry-cloth nightcap,Light blue,False,840,210,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap0,5304,t4LGnGcdMvkBRWkTk
terry-cloth nightcap,Blue,False,840,210,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap1,10926,vrvm6dSuy6M92diiv
terry-cloth nightcap,Green,False,840,210,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap2,10927,2kgwivjrJAf5ypjrF
terry-cloth nightcap,Orange,False,840,210,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap3,10928,Yzut5GCm5NybgcDdz
terry-cloth nightcap,Pink,False,840,210,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap4,10929,HGt3DPCTNwisbCW9m
terry-cloth nightcap,Cream,False,840,210,Yellow,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap5,10930,My8DR9fYtQhGtpQXL
terry-cloth nightcap,Purple,False,840,210,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap6,10931,QWqrKbreY36KWShd5
terry-cloth nightcap,Lime,False,840,210,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; comfy,HeadCap,True,For sale,CapHatNightcap7,10932,6BN3G63JNZJ9jDhAL
tiara,Silver,False,4300,1075,Gray,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadHairOrnament_Top,True,For sale,CapOrnamentCTiara0,7412,wPnrbYEAzgiH4MBCr
tiara,Rose gold,False,4300,1075,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadHairOrnament_Top,True,For sale,CapOrnamentCTiara1,9751,Dbzikn9yDDyrjfzhv
tiara,Gold,False,4300,1075,Yellow,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadHairOrnament_Top,True,For sale,CapOrnamentCTiara2,9752,KQMQb3f7wmZFduaPQ
tiara hair,Silver,False,2940,735,Gray,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Headgear_HasEar,False,For sale,CapWigPrincess0,6092,dhMP2ThwJYzisAXRH
tiara hair,Gold,False,2940,735,Yellow,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Headgear_HasEar,False,For sale,CapWigPrincess1,9749,EdQfDQxeZYBGryJop
tiara hair,Rose gold,False,2940,735,Pink,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Headgear_HasEar,False,For sale,CapWigPrincess2,9750,fsD6pcbWiDmdnF9Qr
top hat,Black,False,2100,525,Black,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat0,5129,YvQcqHBTgjgyuCG3W
top hat,White,False,2100,525,White,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat1,11033,NfzKSM4CXGwoitHMy
top hat,Brown,False,2100,525,Brown,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat2,11034,My46PzCxXpEDuwAjQ
top hat,Purple,False,2100,525,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat3,11035,Gn2rW4vjXj6vw5Gz6
top hat,Red,False,2100,525,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat4,11036,uydvrPNDFed35vTaf
top hat,Blue,False,2100,525,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatSilkhat5,11037,AFCuyyQqrQGgLTC9G
tropical hat,Mint,False,700,175,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,HeadCap,True,For sale,CapHatOutdoorpine0,11061,EYbZgXS2NmCb4mqHj
tropical hat,White,False,700,175,White,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,HeadCap,True,For sale,CapHatOutdoorpine1,12041,G4gbisnhEmJMw8cYR
tropical hat,Blue,False,700,175,Blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,HeadCap,True,For sale,CapHatOutdoorpine2,12042,WbeLRLpQrRGG6JHbx
tropical hat,Yellow,False,700,175,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,HeadCap,True,For sale,CapHatOutdoorpine3,12110,LMgNdZK7QocLfopTk
tropical hat,Pink,False,700,175,Pink,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,HeadCap,True,For sale,CapHatOutdoorpine4,12111,uumdb44ZbxgskiAbQ
tubeteika,Red,False,NFS,500,Red,Brown,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,everyday; formal,HeadCap,True,Not for sale,CapHatUzbek0,10913,QFGyvXwscrvo5e89i
tubeteika,Blue,False,NFS,500,Light blue,Blue,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,everyday; formal,HeadCap,True,Not for sale,CapHatUzbek1,12030,DN8N7BZPCEFKTDnr8
tubeteika,Camel,False,NFS,500,Orange,Brown,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,everyday; formal,HeadCap,True,Not for sale,CapHatUzbek2,12031,A9ngwk6oXJE8XaaJE
tubeteika,Purple,False,NFS,500,Purple,Pink,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,everyday; formal,HeadCap,True,Not for sale,CapHatUzbek3,12032,Sa9vDNBf9ocfTGG3u
tulip crown,Colorful,True,NFS,400,Red,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentTulip1,5102,boCfvbAPGLLbHxadk
tulip hat,Orange,False,630,157,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,outdoorsy; comfy,HeadCap,True,For sale,CapHatTulip0,5293,2atryTheqj4uK8rjW
tulip hat,Brown,False,630,157,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,outdoorsy; comfy,HeadCap,True,For sale,CapHatTulip1,11834,ycT7cnbbqh4N5XsrJ
tulip hat,Camel,False,630,157,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; comfy,HeadCap,True,For sale,CapHatTulip2,11835,PvPMhvS3sWaWYG4DX
turban,Purple,False,NFS,800,White,Purple,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetTurban0,5434,jLqvgtKncu6AqkAXw
turban,Blue,False,NFS,800,White,Light blue,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetTurban1,11863,csnWeqARQSaAPZvMP
turban,Pink,False,NFS,800,White,Pink,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetTurban2,11864,9Ge7K5fRmCEB9mfed
turban,Yellow,False,NFS,800,White,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetTurban3,11865,NN79zprnvwsTRJHyC
tweed cap,Brown,False,1100,275,Brown,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday; outdoorsy,HeadCap,True,For sale,CapHatTweed0,9769,sxk5X5gG96rfuDTFn
tweed cap,Blue,False,1100,275,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday; outdoorsy,HeadCap,True,For sale,CapHatTweed1,11983,kbCkjCj5kJ7WLR29a
tweed cap,Green,False,1100,275,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday; outdoorsy,HeadCap,True,For sale,CapHatTweed2,11984,kYQH5dhveFPmxHfWx
veil,Blue,False,NFS,800,Light blue,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; party; theatrical,HeadFullFace,False,Not for sale,CapFullfaceVeil0,5684,aMMRZzuDjMAw2tvJa
veil,Purple,False,NFS,800,Purple,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; party; theatrical,HeadFullFace,False,Not for sale,CapFullfaceVeil1,11881,uBW729W6LrWC2FLce
veil,Pink,False,NFS,800,Red,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; party; theatrical,HeadFullFace,False,Not for sale,CapFullfaceVeil2,11882,peNBBPLzRX8veChtN
veil,Yellow,False,NFS,800,Yellow,Yellow,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,formal; party; theatrical,HeadFullFace,False,Not for sale,CapFullfaceVeil3,11883,EpofotkFGiHMcHaBK
veiled gardening hat,Pink,False,560,140,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeFarm0,5669,47rrN4MCnmx3nJEEi
veiled gardening hat,Blue,False,560,140,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeFarm1,11815,eyPdkLWRTMWEo2uR4
veiled gardening hat,Orange,False,560,140,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeFarm2,11816,CXXNSpGqw3on976he
veiled gardening hat,Green,False,560,140,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeFarm3,11817,Av5unqgGpFQcP8QCw
veiled gardening hat,Purple,False,560,140,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeFarm4,11818,hgw8yGyxu5CSHmWrX
viking helmet,Gray,False,2100,525,Gray,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale,HeadCap,True,For sale,CapHatViking0,5266,537cx76ofDQmS26Ey
viking helmet,Brown,False,2100,525,Brown,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale,HeadCap,True,For sale,CapHatViking1,9739,Rv7n6ktcwehABWxT2
viking helmet,Blue,False,2100,525,Blue,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale,HeadCap,True,For sale,CapHatViking2,9740,ksgNzeQnhsKE53aCH
visual-punk wig,Hair Color,False,1400,350,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,party; theatrical; work,Headgear_HasEar,False,For sale,CapWigVisual,5832,vht7uMem86b7xt6mH
water-egg shell,None,True,NFS,800,Purple,Beige,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,Not for sale,CapHatEggfish0,12444,mN8qCCPvcMABTSDyg
watermelon hat,Red,False,980,245,Green,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,fairy tale; party; theatrical; vacation,HeadCap,True,For sale,CapHatWatermelon,5280,PSDsGq5y7TsLDnSu7
welding mask,Red,False,1040,260,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,goth; work,HeadFace,False,For sale,CapMaskWelderRed,5381,jo3TyHC3dXYa2Zy4g
wide-brim straw hat,Black,False,1320,330,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,party; vacation,HeadCap,True,For sale,CapHatStraw0,5297,D5JmMjreRDuvczTA7
wide-brim straw hat,Beige,False,1320,330,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,party; vacation,HeadCap,True,For sale,CapHatStraw1,10886,Mjdf6SwHRZ8eieKFw
wide-brim straw hat,White,False,1320,330,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,party; vacation,HeadCap,True,For sale,CapHatStraw2,10887,zro4j3P3J4PyP2Ad6
windflower crown,Colorful,True,NFS,480,Colorful,Colorful,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentAnemone1,5099,ozmWzY5uiHT5KjnJv
wizard's cap,Blue,False,880,220,Blue,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; party,HeadCap,True,For sale,CapHatWizard0,5336,Wz4cvdNMErcHzjuYG
wizard's cap,Purple,False,880,220,Purple,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; party,HeadCap,True,For sale,CapHatWizard1,11848,v83KqYfJjaJ8BkEsu
